Id,Date,Vendor,Amount,Type,Category,Account,AppliedToBalance
56,2025-07-17,UG-HS-UC CHEF'S HALL GUELPH ON,-14.07,Expense,Uncategorized,RBC,False
57,2025-07-17,UG-HS-UC CHEF'S HALL GUELPH ON,-1.92,Expense,Uncategorized,RBC,False
58,2025-07-18,SQ *THE VAULT COFFEE & Fergus ON,-12.1,Expense,Uncategorized,RBC,False
59,2025-07-19,BASKIN ROBBINS/KERNELS CONCORD ON,-9.03,Expense,Uncategorized,RBC,False
60,2025-07-19,CHICK-FIL-A-RUTHERFORD CONCORD ON,-14.11,Expense,Uncategorized,RBC,False
61,2025-07-21,PETRO-CANADA 00233 ETOBICOKE ON,-75.66,Expense,Uncategorized,RBC,False
62,2025-07-22,CENTURION COFFEE-GUELP GUELPH ON,-9.83,Expense,Uncategorized,RBC,False
63,2025-07-23,LONGO'S GUELPH GUELPH ON,-4.99,Expense,Uncategorized,RBC,False
64,2025-07-24,ZEHRS GUELPH CLAIR # 5 GUELPH ON,-6.2,Expense,Uncategorized,RBC,False
65,2025-07-25,DOLLARAMA # 810 GUELPH ON,-18.65,Expense,Uncategorized,RBC,False
66,2025-07-25,FOOD BASICS 862 GUELPH ON,-13.61,Expense,Uncategorized,RBC,False
67,2025-07-25,LONGO'S GUELPH GUELPH ON,-46.62,Expense,Uncategorized,RBC,False
68,2025-07-26,SQ *LAKE ST SUBS AND C St CatharinesON,-17.46,Expense,Uncategorized,RBC,False
69,2025-07-26,TIM HORTONS #6312 NIAGARA FALLSON,-6.11,Expense,Uncategorized,RBC,False
70,2025-07-26,PETRO-CANADA 35366 ABERFOYLE ON,-20.51,Expense,Uncategorized,RBC,False
71,2025-07-27,SQ *BURGER DROPS Toronto ON,-29.15,Expense,Uncategorized,RBC,False
72,2025-07-27,SQ *BURGER DROPS Toronto ON,-5.0,Expense,Uncategorized,RBC,False
73,2025-07-27,TORONTO PARKING AUTHOR TORONTO ON,-16.5,Expense,Uncategorized,RBC,False
74,2025-07-27,PETRO-CANADA 35366 ABERFOYLE ON,-60.99,Expense,Uncategorized,RBC,False
75,2025-07-29,CENTURION COFFEE-GUELP GUELPH ON,-6.38,Expense,Uncategorized,RBC,False
76,2025-07-29,CENTURION COFFEE-GUELP GUELPH ON,-4.51,Expense,Uncategorized,RBC,False
77,2025-07-31,Venuplus Village Vacan SAINT-GABRIELQC,-3.0,Expense,Uncategorized,RBC,False
78,2025-07-31,Canada s Wonderland MAPLE ON,-3.0,Expense,Uncategorized,RBC,False
79,2025-08-01,TST-Pai Northern Thai Toronto ON,-101.0,Expense,Uncategorized,RBC,False
80,2025-08-01,KIBO MARKET UNION TORONTO ON,-7.07,Expense,Uncategorized,RBC,False
81,2025-08-01,NORD LYON TORONTO ON,-19.87,Expense,Uncategorized,RBC,False
82,2025-08-01,NORD LYON TORONTO ON,-15.87,Expense,Uncategorized,RBC,False
83,2025-08-01,BO'S NO FRILLS 7952 TORONTO ON,-1.41,Expense,Uncategorized,RBC,False
84,2025-08-01,PETRO-CANADA 65239 HAMILTON ON,-35.27,Expense,Uncategorized,RBC,False
85,2025-08-03,DOLLARAMA # 555 TORONTO ON,-8.76,Expense,Uncategorized,RBC,False
86,2025-08-07,FOOD BASICS 862 GUELPH ON,-6.19,Expense,Uncategorized,RBC,False
87,2025-08-08,NOFRILLS DOMENICS 793 GUELPH ON,-7.5,Expense,Uncategorized,RBC,False
88,2025-08-08,CENTURION COFFEE-GUELP GUELPH ON,-10.01,Expense,Uncategorized,RBC,False
89,2025-08-09,ZEHRS GUELPH CLAIR # 5 GUELPH ON,-6.15,Expense,Uncategorized,RBC,False
90,2025-08-12,BINGZ CRISPY BURGER Toronto ON,-17.5,Expense,Uncategorized,RBC,False
91,2025-08-12,HAZUKIDO UNION STATION TORONTO ON,-6.15,Expense,Uncategorized,RBC,False
92,2025-08-12,TBJ CONCESSIONS TORONTO ON,-12.58,Expense,Uncategorized,RBC,False
93,2025-08-12,TBJ CONCESSIONS TORONTO ON,-10.45,Expense,Uncategorized,RBC,False
94,2025-08-12,TBJ CONCESSIONS TORONTO ON,-8.46,Expense,Uncategorized,RBC,False
95,2025-08-12,PETRO-CANADA 65239 HAMILTON ON,-33.56,Expense,Uncategorized,RBC,False
96,2025-08-13,SQ *HEY!MOM Toronto ON,-17.4,Expense,Uncategorized,RBC,False
97,2025-08-14,PAYMENT - THANK YOU / PAIEMENT - MERCI,754.42,Income,Uncategorized,RBC,False
98,2025-08-13,PETRO-CANADA 35366 ABERFOYLE ON,-71.79,Expense,Uncategorized,RBC,False
99,2025-08-14,TRANSPORTATION SERVICE BURLINGTON ON,-64.0,Expense,Uncategorized,RBC,False
100,2025-08-16,THE DOCTOR'S HOUSE KLEINBURG ON,-25.0,Expense,Uncategorized,RBC,False
101,2025-08-17,PIONEER # 362 VAUGHAN ON,-53.55,Expense,Uncategorized,RBC,False
102,2025-08-17,MR. PRETZELS GUELPH ON,-6.2,Expense,Fast Food,RBC,False
103,2025-08-18,CENTURION COFFEE-GUELP GUELPH ON,-8.86,Expense,Coffee,RBC,False
104,2025-08-21,NOFRILLS DOMENICS 793 GUELPH ON,-9.52,Expense,Uncategorized,RBC,False
105,2025-08-21,CENTURION COFFEE-GUELP GUELPH ON,-4.19,Expense,Uncategorized,RBC,False
106,2025-08-21,CENTURION COFFEE-GUELP GUELPH ON,-9.44,Expense,Coffee,RBC,False
107,2025-08-23,PETRO-CANADA 35366 ABERFOYLE ON,-40.08,Expense,Gas,RBC,False
108,2025-08-23,A AND W QPS PUSLINCH ON,-6.76,Expense,Fast Food,RBC,False
109,2025-08-24,RICKS GOOD EATS FOOD TR Toronto,21.07,Income,Uncategorized,AMEX,True
110,2025-08-23,VISTAPRINT CANADA CORPO TORONTO,71.17,Income,Uncategorized,AMEX,True
111,2025-08-22,SHEIN DISTRIBUTION CANA TORONTO,96.5,Income,Uncategorized,AMEX,True
112,2025-08-22,LINKEDINPREA *46378236 MOUNTAIN VIEW,53.8,Income,Uncategorized,AMEX,True
113,2025-08-21,STAPLES STORE #81 GUELPH,12.9,Income,Uncategorized,AMEX,True
114,2025-08-19,TIM HORTONS #6577 GUELPH,1.92,Income,Uncategorized,AMEX,True
115,2025-08-18,VALET CAR WASH GUELPH S GUELPH,20.33,Income,Uncategorized,AMEX,True
116,2025-08-17,MARSHALLS 750 GUELPH,45.18,Income,Uncategorized,AMEX,True
117,2025-08-16,PAYMENT RECEIVED - THANK YOU,-2535.41,Expense,Uncategorized,AMEX,True
118,2025-08-16,A&W #4843 VAUGHAN VAUGHAN,15.92,Income,Uncategorized,AMEX,True
119,2025-08-15,MEMBERSHIP FEE INSTALLMENT,12.99,Income,Uncategorized,AMEX,True
120,2025-08-15,DOLLARAMA # 810 GUELPH,11.58,Income,Uncategorized,AMEX,True
121,2025-08-13,SPOTIFY STOCKHOLM,20.22,Income,Uncategorized,AMEX,True
122,2025-08-13,MOFER COFFEE TORONTO TORONTO,5.64,Income,Uncategorized,AMEX,True
123,2025-08-13,TORONTO PARKING AUTHORI TORONTO,15.0,Income,Uncategorized,AMEX,True
124,2025-08-13,MIGHTYBIRD 001 TORONTO,22.76,Income,Uncategorized,AMEX,True
125,2025-08-12,UNION STATION - GO TVM TORONTO,50.0,Income,Uncategorized,AMEX,True
126,2025-08-12,MCDONALD'S #40569 TORONTO,2.3,Income,Uncategorized,AMEX,True
127,2025-08-11,SEATGEEK TICKETS TORONTO,151.0,Income,Uncategorized,AMEX,True
128,2025-08-09,LULULEMONCOM 877-263-9300,66.67,Income,Uncategorized,AMEX,True
129,2025-08-08,TIM HORTONS #6577 GUELPH,2.93,Income,Uncategorized,AMEX,True
130,2025-08-08,DOLLARAMA # 229 GUELPH,5.21,Income,Uncategorized,AMEX,True
131,2025-08-07,OPENAI *CHATGPT SUBSCR SAN FRANCISCO,31.91,Income,Uncategorized,AMEX,True
132,2025-08-06,ALIBABA.COM SINGAPORE,480.75,Income,Uncategorized,AMEX,True
133,2025-08-06,TIM HORTONS #6577 GUELPH,3.35,Income,Uncategorized,AMEX,True
134,2025-08-06,LULULEMONCOM 877-263-9300,99.44,Income,Uncategorized,AMEX,True
135,2025-08-05,TICKETMASTER CANADA HOS TORONTO,75.8,Income,Uncategorized,AMEX,True
136,2025-08-05,TIM HORTONS #1874 GUELPH,7.54,Income,Uncategorized,AMEX,True
137,2025-08-05,STAPLES STORE #265 MILTON,20.32,Income,Uncategorized,AMEX,True
138,2025-08-04,ESSO CIRCLE K 0302 SCARBOROUGH,83.09,Income,Uncategorized,AMEX,True
139,2025-08-04,SECURITY NATIONAL INSU MONTREAL,155.08,Income,Uncategorized,AMEX,True
140,2025-08-04,TIM HORTONS #6577 GUELPH,2.93,Income,Uncategorized,AMEX,True
141,2025-08-03,TIM HORTONS #6577 GUELPH,2.93,Income,Uncategorized,AMEX,True
142,2025-08-02,TIM HORTONS #6577 GUELPH,2.93,Income,Uncategorized,AMEX,True
143,2025-08-02,VIRGIN PLUS VERDUN,30.51,Income,Uncategorized,AMEX,True
144,2025-07-29,MICROSOFT MSBILL.INFO,109.84,Income,Uncategorized,AMEX,True
145,2025-07-29,THE GLOBE AND MAIL INC TORONTO,36.11,Income,Uncategorized,AMEX,True
146,2025-07-28,MCDONALD'S #29186 Q04 MISSISSAUGA,12.18,Income,Uncategorized,AMEX,True
147,2025-07-28,AMAZON.CA*5M2GS8AM3 AMAZON.CA,24.59,Income,Uncategorized,AMEX,True
148,2025-07-28,AMZN MKTP CA WWW.AMAZON.CA,-56.49,Expense,Uncategorized,AMEX,True
149,2025-07-27,TIM HORTONS #1284 PUSLINCH,4.19,Income,Uncategorized,AMEX,True
150,2025-07-25,B&H PHOTO 800-606-6969 800-221-5743,399.31,Income,Uncategorized,AMEX,True
151,2025-07-24,AMZN MKTP CA*KQ1103YG3 WWW.AMAZON.CA,24.85,Income,Uncategorized,AMEX,True
152,2025-07-23,AMZN MKTP CA*BB4QF4A43 WWW.AMAZON.CA,76.82,Income,Uncategorized,AMEX,True
153,2025-07-23,VALET CAR WASH GUELPH S GUELPH,25.98,Income,Uncategorized,AMEX,True
154,2025-07-23,AMZN MKTP CA*NK1WG62P3 WWW.AMAZON.CA,27.11,Income,Uncategorized,AMEX,True
155,2025-07-23,SP SOBRII ZERO TORONTO,79.1,Income,Uncategorized,AMEX,True
156,2025-07-23,SP LUMETTE VICTORIA,22.59,Income,Uncategorized,AMEX,True
157,2025-07-22,LINKEDINPREA *02861416 MOUNTAIN VIEW,53.8,Income,Uncategorized,AMEX,True
158,2025-07-22,SQSP* INV191184539 NEW YORK,208.15,Income,Uncategorized,AMEX,True
159,2025-07-20,TIM HORTONS #6577 GUELPH,2.93,Income,Uncategorized,AMEX,True
160,2025-07-20,WENDY'S WOODBRIDGE Q1R WOODBRIDGE,16.77,Income,Uncategorized,AMEX,True
161,2025-07-19,MCDONALD'S #40732 MILTON,5.97,Income,Uncategorized,AMEX,True
162,2025-07-16,PAYMENT RECEIVED - THANK YOU,-3502.44,Expense,Uncategorized,AMEX,True
163,2025-07-16,AMZN MKTP CA*H19BO6CQ3 WWW.AMAZON.CA,56.49,Income,Uncategorized,AMEX,True
164,2025-07-15,IAGNF PMS Niagara Falls,614.93,Income,Uncategorized,AMEX,True
165,2025-07-15,MEMBERSHIP FEE INSTALLMENT,12.99,Income,Uncategorized,AMEX,True
166,2025-07-15,AMAZON.CA*HO34U00U3 AMAZON.CA,53.82,Income,Uncategorized,AMEX,True
167,2025-07-14,FACEBK* MENLO PARK,114.45,Income,Uncategorized,AMEX,True
168,2025-07-14,LUCKYS RESTAURANT AND L NIAGARA FALLS,83.53,Income,Uncategorized,AMEX,True
169,2025-07-13,SPOTIFY STOCKHOLM,20.22,Income,Uncategorized,AMEX,True
170,2025-07-13,TIM HORTONS #6577 GUELPH,6.53,Income,Uncategorized,AMEX,True
171,2025-07-11,DOLLARAMA # 811 GUELPH,7.35,Income,Uncategorized,AMEX,True
172,2025-07-10,SP ROM COMMERCIAL BURLINGTON,20.34,Income,Uncategorized,AMEX,True
173,2025-07-10,ALDERSHOT - GO TVM BURLINGTON,50.0,Income,Uncategorized,AMEX,True
174,2025-07-10,MCDONALD'S #40569 TORONTO,3.45,Income,Uncategorized,AMEX,True
175,2025-07-10,ROYAL ONTARIO MUSEUM TORONTO,33.15,Income,Uncategorized,AMEX,True
176,2025-07-09,SHARETHEMEAL WFP ROMA,110.0,Income,Uncategorized,AMEX,True
177,2025-07-08,AMZN MKTP CA*NL2858UD2 WWW.AMAZON.CA,158.19,Income,Uncategorized,AMEX,True
178,2025-07-07,FAMOUS PLAYER #7415QP ANCASTER,22.88,Income,Uncategorized,AMEX,True
179,2025-07-07,FAMOUS PLAYER #7415QP ANCASTER,17.22,Income,Uncategorized,AMEX,True
180,2025-07-07,OPENAI *CHATGPT SUBSCR SAN FRANCISCO,31.53,Income,Uncategorized,AMEX,True
181,2025-07-06,TIM HORTONS #6577 GUELPH,3.98,Income,Uncategorized,AMEX,True
182,2025-07-04,SECURITY NATIONAL INSUR MONTREAL,155.08,Income,Uncategorized,AMEX,True
183,2025-07-02,SHOPPERS DRUG MART #121 GUELPH,16.6,Income,Uncategorized,AMEX,True
184,2025-07-01,AMAZON.CA*N31CO92L2 AMAZON.CA,31.64,Income,Uncategorized,AMEX,True
185,2025-07-01,AMZN MKTP CA*N303V5N90 WWW.AMAZON.CA,56.94,Income,Uncategorized,AMEX,True
186,2025-07-01,THE GLOBE AND MAIL INC TORONTO,36.11,Income,Uncategorized,AMEX,True
187,2025-06-29,CAYUGA ESSO 0326 CAYUGA,7.99,Income,Uncategorized,AMEX,True
188,2025-06-29,KFC #1553 KFC #1553 DUNNVILLE,10.5,Income,Uncategorized,AMEX,True
189,2025-06-28,VIRGIN PLUS VERDUN,30.51,Income,Uncategorized,AMEX,True
190,2025-06-26,SQSP* INV187729036 NEW YORK,284.76,Income,Uncategorized,AMEX,True
191,2025-06-25,CINEPLEX 7117 GUELPH,18.65,Income,Uncategorized,AMEX,True
192,2025-06-24,PBBACKDROPS 8004059496,1228.56,Income,Uncategorized,AMEX,True
193,2025-06-22,LINKEDINPREA *61151816 MOUNTAIN VIEW,53.8,Income,Uncategorized,AMEX,True
194,2025-06-20,TIM HORTONS #6577 GUELPH,2.72,Income,Uncategorized,AMEX,True
195,2025-06-20,SHOPPERS DRUG MART #121 GUELPH,14.68,Income,Uncategorized,AMEX,True
196,2025-06-19,AMZN MKTP CA*NO0NE9LW0 WWW.AMAZON.CA,24.4,Income,Uncategorized,AMEX,True
197,2025-06-16,PAYMENT RECEIVED - THANK YOU,-4957.13,Expense,Uncategorized,AMEX,True
198,2025-06-16,TIM HORTONS #6577 GUELPH,2.72,Income,Uncategorized,AMEX,True
199,2025-06-16,407 ETR 407 ETR WOODBRIDGE,211.85,Income,Uncategorized,AMEX,True
200,2025-06-15,SQSP* INV186257189 NEW YORK,98.31,Income,Uncategorized,AMEX,True
201,2025-06-15,MEMBERSHIP FEE INSTALLMENT,12.99,Income,Uncategorized,AMEX,True
202,2025-06-14,FACEBK* MENLO PARK,135.4,Income,Uncategorized,AMEX,True
203,2025-06-14,FACEBK* MENLO PARK,45.49,Income,Uncategorized,AMEX,True
204,2025-06-14,TIM HORTONS #6577 GUELPH,12.86,Income,Uncategorized,AMEX,True
205,2025-06-14,MCDONALD'S #6560 Q04 BRAMPTON,4.19,Income,Uncategorized,AMEX,True
206,2025-06-13,SPOTIFY STOCKHOLM,20.22,Income,Uncategorized,AMEX,True
207,2025-06-13,MR. PRETZELS GUELPH GUELPH,6.2,Income,Uncategorized,AMEX,True
208,2025-06-13,LENOVO CANADA 855-253-6686,1689.79,Income,Uncategorized,AMEX,True
209,2025-06-12,KOODO TOP UP REAPPROV K EDMONTON,20.34,Income,Uncategorized,AMEX,True
210,2025-06-11,APPLE.COM/BILL TORONTO,19.46,Income,Uncategorized,AMEX,True
211,2025-06-08,WAL-MART 1199 1199 GUELPH,13.54,Income,Uncategorized,AMEX,True
212,2025-06-07,OPENAI *CHATGPT SUBSCR SAN FRANCISCO,31.75,Income,Uncategorized,AMEX,True
213,2025-06-06,FACEBK *WYFCZH9RC2 FB.ME/ADS,301.71,Income,Uncategorized,AMEX,True
214,2025-06-06,WESTJET AIRLINES 340020 CALGARY,64.05,Income,Uncategorized,AMEX,True
215,2025-06-06,LB Taphouse - Conc C YY CALGARY,42.99,Income,Uncategorized,AMEX,True
216,2025-06-06,HARRY ROSEN # F055 CALGARY,-288.75,Expense,Uncategorized,AMEX,True
217,2025-06-06,PARK INDIGO - NO CCA580 CALGARY,25.2,Income,Uncategorized,AMEX,True
218,2025-06-06,SHELL C00997 CALGARY,45.05,Income,Uncategorized,AMEX,True
219,2025-06-06,PACINI 001 BANFF,29.89,Income,Uncategorized,AMEX,True
220,2025-06-05,SMARTWOOL BANFF BANFF BANFF,120.75,Income,Uncategorized,AMEX,True
221,2025-06-04,COLUMBIA SPORTSWEAR CAN LONDON,26.24,Income,Uncategorized,AMEX,True
222,2025-06-04,ROOTS BANFF BANFF,105.0,Income,Uncategorized,AMEX,True
223,2025-06-04,SECURITY NATIONAL INSUR MONTREAL,155.08,Income,Uncategorized,AMEX,True
224,2025-06-04,ROCKY MOUNTAIN GIFTS 41 BANFF,24.14,Income,Uncategorized,AMEX,True
225,2025-06-04,BREWSTER INC BANFF,88.2,Income,Uncategorized,AMEX,True
226,2025-06-03,THE GLOBE AND MAIL INC TORONTO,36.11,Income,Uncategorized,AMEX,True
227,2025-06-03,PARKS/PARCS CANADA RESE CORNWALL,11.5,Income,Uncategorized,AMEX,True
228,2025-06-03,INNVEST HOTELS LP TORONTO,1625.58,Income,Uncategorized,AMEX,True
229,2025-06-03,CARRIAGE HOUSE INN CALGARY,446.75,Income,Uncategorized,AMEX,True
230,2025-06-02,LULULEMON #00332 CALGARY,144.9,Income,Uncategorized,AMEX,True
231,2025-06-02,HARRY ROSEN #F057 CALGARY,288.75,Income,Uncategorized,AMEX,True
232,2025-06-02,ROOTS CHINOOK CENTRE CALGARY,144.9,Income,Uncategorized,AMEX,True
233,2025-06-01,FACEBK* MENLO PARK,301.71,Income,Uncategorized,AMEX,True
234,2025-06-01,TIM HORTONS #3048 HAMILTON,3.98,Income,Uncategorized,AMEX,True
235,2025-06-01,VIRGIN PLUS VERDUN,30.51,Income,Uncategorized,AMEX,True
236,2025-06-01,WAL-MART 3010 3010 CALGARY,22.98,Income,Uncategorized,AMEX,True
237,2025-05-31,ROYAL ALEXANDRA THEATRE TORONTO,7.0,Income,Uncategorized,AMEX,True
238,2025-05-30,ONLINE TRANSPORT GLOBAL,421.94,Income,Uncategorized,AMEX,True
239,2025-05-30,IQ-HUB CONFERENCE SINGAPORE,1520.55,Income,Uncategorized,AMEX,True
240,2025-05-30,TRAVIX TRAVIX AMSTERDAM,479.9,Income,Uncategorized,AMEX,True
241,2025-05-29,TIM HORTONS #1284 PUSLINCH,7.89,Income,Uncategorized,AMEX,True
242,2025-05-29,BOURBON ST GRILL 00-080 HAMILTON,23.14,Income,Uncategorized,AMEX,True
243,2025-05-29,MCDONALD'S #40122 BURLINGTON,12.29,Income,Uncategorized,AMEX,True
244,2025-05-28,SHOPPERS DRUG MART #12 GUELPH,19.15,Income,Uncategorized,AMEX,True
245,2025-05-27,TIM HORTONS #6577 GUELPH,2.72,Income,Uncategorized,AMEX,True
246,2025-05-26,TIM HORTONS #1284 PUSLINCH,2.72,Income,Uncategorized,AMEX,True
247,2025-05-25,WENDY'S WOODSTREAM Q1R WOODBRIDGE,4.74,Income,Uncategorized,AMEX,True
248,2025-05-25,TIM HORTONS #2207 WOODBRIDGE,4.72,Income,Uncategorized,AMEX,True
249,2025-05-24,DOLLARAMA # 810 GUELPH,14.41,Income,Uncategorized,AMEX,True
250,2025-05-24,407 ETR 407 ETR WOODBRIDGE,403.93,Income,Uncategorized,AMEX,True
251,2025-05-23,HOLY CHUCK WOODBRIDGE,17.49,Income,Uncategorized,AMEX,True
252,2025-05-23,FAMOUS PLAYER #7408QP VAUGHAN,18.9,Income,Uncategorized,AMEX,True
253,2025-05-23,FAMOUS PLAYER #7408QP VAUGHAN,26.27,Income,Uncategorized,AMEX,True
254,2025-05-22,LINKEDINPREA *17994296 MOUNTAIN VIEW,53.8,Income,Uncategorized,AMEX,True
