Id,Date,Vendor,Amount,Type,Category,Account,AppliedToBalance
21,2025-08-08,TIM HORTONS #6577 GUELPH,-2.93,Expense,Uncategorized,Unassigned,True
22,2025-08-08,DOLLARAMA # 229 GUELPH,-5.21,Expense,Uncategorized,Unassigned,True
23,2025-08-07,OPENAI *CHATGPT SUBSCR SAN FRANCISCO,-31.91,Expense,Uncategorized,Unassigned,True
24,2025-08-06,ALIBABA.COM SINGAPORE,-480.75,Expense,Uncategorized,Unassigned,True
25,2025-08-06,TIM HORTONS #6577 GUELPH,-3.35,Expense,Uncategorized,Unassigned,True
26,2025-08-06,LULULEMONCOM 877-263-9300,-99.44,Expense,Uncategorized,Unassigned,True
27,2025-08-05,TICKETMASTER CANADA HOS TORONTO,-75.8,Expense,Uncategorized,Unassigned,True
28,2025-08-05,TIM HORTONS #1874 GUELPH,-7.54,Expense,Uncategorized,Unassigned,True
29,2025-08-05,STAPLES STORE #265 MILTON,-20.32,Expense,Uncategorized,Unassigned,True
30,2025-08-04,ESSO CIRCLE K 0302 SCARBOROUGH,-83.09,Expense,Uncategorized,Unassigned,True
31,2025-08-04,SECURITY NATIONAL INSU MONTREAL,-155.08,Expense,Uncategorized,Unassigned,True
32,2025-08-04,TIM HORTONS #6577 GUELPH,-2.93,Expense,Uncategorized,Unassigned,True
33,2025-08-03,TIM HORTONS #6577 GUELPH,-2.93,Expense,Uncategorized,Unassigned,True
34,2025-08-02,TIM HORTONS #6577 GUELPH,-2.93,Expense,Uncategorized,Unassigned,True
35,2025-08-02,VIRGIN PLUS VERDUN,-30.51,Expense,Uncategorized,Unassigned,True
36,2025-07-29,MICROSOFT MSBILL.INFO,-109.84,Expense,Uncategorized,Unassigned,True
37,2025-07-29,THE GLOBE AND MAIL INC TORONTO,-36.11,Expense,Uncategorized,Unassigned,True
38,2025-07-28,MCDONALD'S #29186 Q04 MISSISSAUGA,-12.18,Expense,Uncategorized,Unassigned,True
39,2025-07-28,AMAZON.CA*5M2GS8AM3 AMAZON.CA,-24.59,Expense,Uncategorized,Unassigned,True
40,2025-07-28,AMZN MKTP CA WWW.AMAZON.CA,56.49,Income,Uncategorized,Unassigned,True
41,2025-07-27,TIM HORTONS #1284 PUSLINCH,-4.19,Expense,Uncategorized,Unassigned,True
42,2025-07-25,B&H PHOTO 800-606-6969 800-221-5743,-399.31,Expense,Uncategorized,Unassigned,True
43,2025-07-24,AMZN MKTP CA*KQ1103YG3 WWW.AMAZON.CA,-24.85,Expense,Uncategorized,Unassigned,True
44,2025-07-23,AMZN MKTP CA*BB4QF4A43 WWW.AMAZON.CA,-76.82,Expense,Uncategorized,Unassigned,True
45,2025-07-23,VALET CAR WASH GUELPH S GUELPH,-25.98,Expense,Uncategorized,Unassigned,True
46,2025-07-23,AMZN MKTP CA*NK1WG62P3 WWW.AMAZON.CA,-27.11,Expense,Uncategorized,Unassigned,True
47,2025-07-23,SP SOBRII ZERO TORONTO,-79.1,Expense,Uncategorized,Unassigned,True
48,2025-07-23,SP LUMETTE VICTORIA,-22.59,Expense,Uncategorized,Unassigned,True
49,2025-07-22,LINKEDINPREA *02861416 MOUNTAIN VIEW,-53.8,Expense,Uncategorized,Unassigned,True
50,2025-07-22,SQSP* INV191184539 NEW YORK,-208.15,Expense,Uncategorized,Unassigned,True
51,2025-07-20,TIM HORTONS #6577 GUELPH,-2.93,Expense,Uncategorized,Unassigned,True
52,2025-07-20,WENDY'S WOODBRIDGE Q1R WOODBRIDGE,-16.77,Expense,Uncategorized,Unassigned,True
53,2025-07-19,MCDONALD'S #40732 MILTON,-5.97,Expense,Uncategorized,Unassigned,True
54,2025-07-16,PAYMENT RECEIVED - THANK YOU,3502.44,Income,Uncategorized,Unassigned,True
55,2025-07-16,AMZN MKTP CA*H19BO6CQ3 WWW.AMAZON.CA,-56.49,Expense,Uncategorized,Unassigned,True
56,2025-07-15,IAGNF PMS Niagara Falls,-614.93,Expense,Uncategorized,Unassigned,True
57,2025-07-15,MEMBERSHIP FEE INSTALLMENT,-12.99,Expense,Uncategorized,Unassigned,True
58,2025-07-15,AMAZON.CA*HO34U00U3 AMAZON.CA,-53.82,Expense,Uncategorized,Unassigned,True
59,2025-07-14,FACEBK* MENLO PARK,-114.45,Expense,Uncategorized,Unassigned,True
60,2025-07-14,LUCKYS RESTAURANT AND L NIAGARA FALLS,-83.53,Expense,Uncategorized,Unassigned,True
61,2025-07-13,SPOTIFY STOCKHOLM,-20.22,Expense,Uncategorized,Unassigned,True
62,2025-07-13,TIM HORTONS #6577 GUELPH,-6.53,Expense,Uncategorized,Unassigned,True
63,2025-07-11,DOLLARAMA # 811 GUELPH,-7.35,Expense,Uncategorized,Unassigned,True
64,2025-07-10,SP ROM COMMERCIAL BURLINGTON,-20.34,Expense,Uncategorized,Unassigned,True
65,2025-07-10,ALDERSHOT - GO TVM BURLINGTON,-50.0,Expense,Uncategorized,Unassigned,True
66,2025-07-10,MCDONALD'S #40569 TORONTO,-3.45,Expense,Uncategorized,Unassigned,True
67,2025-07-10,ROYAL ONTARIO MUSEUM TORONTO,-33.15,Expense,Uncategorized,Unassigned,True
68,2025-07-09,SHARETHEMEAL WFP ROMA,-110.0,Expense,Uncategorized,Unassigned,True
69,2025-07-08,AMZN MKTP CA*NL2858UD2 WWW.AMAZON.CA,-158.19,Expense,Uncategorized,Unassigned,True
70,2025-07-07,FAMOUS PLAYER #7415QP ANCASTER,-22.88,Expense,Uncategorized,Unassigned,True
71,2025-07-07,FAMOUS PLAYER #7415QP ANCASTER,-17.22,Expense,Uncategorized,Unassigned,True
72,2025-07-07,OPENAI *CHATGPT SUBSCR SAN FRANCISCO,-31.53,Expense,Uncategorized,Unassigned,True
73,2025-07-06,TIM HORTONS #6577 GUELPH,-3.98,Expense,Uncategorized,Unassigned,True
74,2025-07-04,SECURITY NATIONAL INSUR MONTREAL,-155.08,Expense,Uncategorized,Unassigned,True
75,2025-07-02,SHOPPERS DRUG MART #121 GUELPH,-16.6,Expense,Uncategorized,Unassigned,True
76,2025-07-01,AMAZON.CA*N31CO92L2 AMAZON.CA,-31.64,Expense,Uncategorized,Unassigned,True
77,2025-07-01,AMZN MKTP CA*N303V5N90 WWW.AMAZON.CA,-56.94,Expense,Uncategorized,Unassigned,True
78,2025-07-01,THE GLOBE AND MAIL INC TORONTO,-36.11,Expense,Uncategorized,Unassigned,True
79,2025-06-29,CAYUGA ESSO 0326 CAYUGA,-7.99,Expense,Uncategorized,Unassigned,True
80,2025-06-29,KFC #1553 KFC #1553 DUNNVILLE,-10.5,Expense,Uncategorized,Unassigned,True
81,2025-06-28,VIRGIN PLUS VERDUN,-30.51,Expense,Uncategorized,Unassigned,True
82,2025-06-26,SQSP* INV187729036 NEW YORK,-284.76,Expense,Uncategorized,Unassigned,True
83,2025-06-25,CINEPLEX 7117 GUELPH,-18.65,Expense,Uncategorized,Unassigned,True
84,2025-06-24,PBBACKDROPS 8004059496,-1228.56,Expense,Uncategorized,Unassigned,True
85,2025-06-22,LINKEDINPREA *61151816 MOUNTAIN VIEW,-53.8,Expense,Uncategorized,Unassigned,True
86,2025-06-20,TIM HORTONS #6577 GUELPH,-2.72,Expense,Uncategorized,Unassigned,True
87,2025-06-20,SHOPPERS DRUG MART #121 GUELPH,-14.68,Expense,Uncategorized,Unassigned,True
88,2025-06-19,AMZN MKTP CA*NO0NE9LW0 WWW.AMAZON.CA,-24.4,Expense,Uncategorized,Unassigned,True
89,2025-06-16,PAYMENT RECEIVED - THANK YOU,4957.13,Income,Uncategorized,Unassigned,True
90,2025-06-16,TIM HORTONS #6577 GUELPH,-2.72,Expense,Uncategorized,Unassigned,True
91,2025-06-16,407 ETR 407 ETR WOODBRIDGE,-211.85,Expense,Uncategorized,Unassigned,True
92,2025-06-15,SQSP* INV186257189 NEW YORK,-98.31,Expense,Uncategorized,Unassigned,True
93,2025-06-15,MEMBERSHIP FEE INSTALLMENT,-12.99,Expense,Uncategorized,Unassigned,True
94,2025-06-14,FACEBK* MENLO PARK,-135.4,Expense,Uncategorized,Unassigned,True
95,2025-06-14,FACEBK* MENLO PARK,-45.49,Expense,Uncategorized,Unassigned,True
96,2025-06-14,TIM HORTONS #6577 GUELPH,-12.86,Expense,Uncategorized,Unassigned,True
97,2025-06-14,MCDONALD'S #6560 Q04 BRAMPTON,-4.19,Expense,Uncategorized,Unassigned,True
98,2025-06-13,SPOTIFY STOCKHOLM,-20.22,Expense,Uncategorized,Unassigned,True
99,2025-06-13,MR. PRETZELS GUELPH GUELPH,-6.2,Expense,Uncategorized,Unassigned,True
100,2025-06-13,LENOVO CANADA 855-253-6686,-1689.79,Expense,Uncategorized,Unassigned,True
101,2025-06-12,KOODO TOP UP REAPPROV K EDMONTON,-20.34,Expense,Uncategorized,Unassigned,True
102,2025-06-11,APPLE.COM/BILL TORONTO,-19.46,Expense,Uncategorized,Unassigned,True
103,2025-06-08,WAL-MART 1199 1199 GUELPH,-13.54,Expense,Uncategorized,Unassigned,True
104,2025-06-07,OPENAI *CHATGPT SUBSCR SAN FRANCISCO,-31.75,Expense,Uncategorized,Unassigned,True
105,2025-06-06,FACEBK *WYFCZH9RC2 FB.ME/ADS,-301.71,Expense,Uncategorized,Unassigned,True
106,2025-06-06,WESTJET AIRLINES 340020 CALGARY,-64.05,Expense,Uncategorized,Unassigned,True
107,2025-06-06,LB Taphouse - Conc C YY CALGARY,-42.99,Expense,Uncategorized,Unassigned,True
108,2025-06-06,HARRY ROSEN # F055 CALGARY,288.75,Income,Uncategorized,Unassigned,True
109,2025-06-06,PARK INDIGO - NO CCA580 CALGARY,-25.2,Expense,Uncategorized,Unassigned,True
110,2025-06-06,SHELL C00997 CALGARY,-45.05,Expense,Uncategorized,Unassigned,True
111,2025-06-06,PACINI 001 BANFF,-29.89,Expense,Uncategorized,Unassigned,True
112,2025-06-05,SMARTWOOL BANFF BANFF BANFF,-120.75,Expense,Uncategorized,Unassigned,True
113,2025-06-04,COLUMBIA SPORTSWEAR CAN LONDON,-26.24,Expense,Uncategorized,Unassigned,True
114,2025-06-04,ROOTS BANFF BANFF,-105.0,Expense,Uncategorized,Unassigned,True
115,2025-06-04,SECURITY NATIONAL INSUR MONTREAL,-155.08,Expense,Uncategorized,Unassigned,True
116,2025-06-04,ROCKY MOUNTAIN GIFTS 41 BANFF,-24.14,Expense,Uncategorized,Unassigned,True
117,2025-06-04,BREWSTER INC BANFF,-88.2,Expense,Uncategorized,Unassigned,True
118,2025-06-03,THE GLOBE AND MAIL INC TORONTO,-36.11,Expense,Uncategorized,Unassigned,True
119,2025-06-03,PARKS/PARCS CANADA RESE CORNWALL,-11.5,Expense,Uncategorized,Unassigned,True
120,2025-06-03,INNVEST HOTELS LP TORONTO,-1625.58,Expense,Uncategorized,Unassigned,True
121,2025-06-03,CARRIAGE HOUSE INN CALGARY,-446.75,Expense,Uncategorized,Unassigned,True
122,2025-06-02,LULULEMON #00332 CALGARY,-144.9,Expense,Uncategorized,Unassigned,True
123,2025-06-02,HARRY ROSEN #F057 CALGARY,-288.75,Expense,Uncategorized,Unassigned,True
124,2025-06-02,ROOTS CHINOOK CENTRE CALGARY,-144.9,Expense,Uncategorized,Unassigned,True
125,2025-06-01,FACEBK* MENLO PARK,-301.71,Expense,Uncategorized,Unassigned,True
126,2025-06-01,TIM HORTONS #3048 HAMILTON,-3.98,Expense,Uncategorized,Unassigned,True
127,2025-06-01,VIRGIN PLUS VERDUN,-30.51,Expense,Uncategorized,Unassigned,True
128,2025-06-01,WAL-MART 3010 3010 CALGARY,-22.98,Expense,Uncategorized,Unassigned,True
129,2025-05-31,ROYAL ALEXANDRA THEATRE TORONTO,-7.0,Expense,Uncategorized,Unassigned,True
130,2025-05-30,ONLINE TRANSPORT GLOBAL,-421.94,Expense,Uncategorized,Unassigned,True
131,2025-05-30,IQ-HUB CONFERENCE SINGAPORE,-1520.55,Expense,Uncategorized,Unassigned,True
132,2025-05-30,TRAVIX TRAVIX AMSTERDAM,-479.9,Expense,Uncategorized,Unassigned,True
133,2025-05-29,TIM HORTONS #1284 PUSLINCH,-7.89,Expense,Uncategorized,Unassigned,True
134,2025-05-29,BOURBON ST GRILL 00-080 HAMILTON,-23.14,Expense,Uncategorized,Unassigned,True
135,2025-05-29,MCDONALD'S #40122 BURLINGTON,-12.29,Expense,Uncategorized,Unassigned,True
136,2025-05-28,SHOPPERS DRUG MART #12 GUELPH,-19.15,Expense,Uncategorized,Unassigned,True
137,2025-05-27,TIM HORTONS #6577 GUELPH,-2.72,Expense,Uncategorized,Unassigned,True
138,2025-05-26,TIM HORTONS #1284 PUSLINCH,-2.72,Expense,Uncategorized,Unassigned,True
139,2025-05-25,WENDY'S WOODSTREAM Q1R WOODBRIDGE,-4.74,Expense,Uncategorized,Unassigned,True
140,2025-05-25,TIM HORTONS #2207 WOODBRIDGE,-4.72,Expense,Uncategorized,Unassigned,True
141,2025-05-24,DOLLARAMA # 810 GUELPH,-14.41,Expense,Uncategorized,Unassigned,True
142,2025-05-24,407 ETR 407 ETR WOODBRIDGE,-403.93,Expense,Uncategorized,Unassigned,True
143,2025-05-23,HOLY CHUCK WOODBRIDGE,-17.49,Expense,Uncategorized,Unassigned,True
144,2025-05-23,FAMOUS PLAYER #7408QP VAUGHAN,-18.9,Expense,Uncategorized,Unassigned,True
145,2025-05-23,FAMOUS PLAYER #7408QP VAUGHAN,-26.27,Expense,Uncategorized,Unassigned,True
146,2025-05-22,LINKEDINPREA *17994296 MOUNTAIN VIEW,-53.8,Expense,Uncategorized,Unassigned,True
